user_category,content
前显示屏类,屏裂
前置伸缩类,摄像头升不出
用户描述无故障（纯服务类）,屏裂
用户描述无故障（纯服务类）,电池盖 开裂，触摸屏开裂，现用户反应不能充电
前显示屏类,显示黑屏
使用时间类,用户反映手机耗电快
前屏裂类,54 屏裂 屏已报价660元 电池盖不修
前显示屏类,黑屏
前屏裂类,屏裂  
前显示屏类,黑屏
充电类,不充电 
重启类,自动重启
开关机类,乡镇 不开机 玩游戏发热
使用时间类,用户反应 手机耗电快 充电慢 手机发热很严重 资料重要不能丢失
用户描述无故障（纯服务类）,耳机接触不良 松动 有时只有一个耳机有声音
前置拍照类,不开机
用户描述无故障（纯服务类）,手机无故障 要求贴膜换壳
通话类,用户反映机器有时打电话信号不好听不清楚
充电类,用户反映手机充电接触不良
电池盖裂类,电池盖破损
用户描述无故障（纯服务类）,用户反映手机电量剩余30%的时候几分钟就耗光了
前屏裂类,屏裂
使用时间类,耗电快，有时黑屏
使用时间类,耗电快，发烫
电池盖裂类,更换电池盖
用户描述无故障（纯服务类）,贴膜，更换手机套
充电类,不能充电
后屏裂类,主屏裂 副屏屏裂 已签协议 机身变形 
用户描述无故障（纯服务类）,贴膜
死机类,不开机
开关机类,不能开机
前屏裂类,屏裂
通话类,贴膜，外放声音小
充电类,不充电，机器在外拆修
反应慢/不流畅类,全民K歌有时黑屏
前屏裂类,屏裂电池盖裂
用户描述无故障（纯服务类）,会员免费贴膜。
外观结构类,换后置镜片
前屏裂类,屏裂
开关机类,进液 不开机
前显示屏类,换屏
前屏裂类,屏裂
用户描述无故障（纯服务类）,要求贴膜
按键类,开关机键不灵敏
前屏裂类,屏裂
音频类,进液，清理，外放有杂音，手机卡顿，用户要求刷机
前显示屏类,用户反映手机接电话发热
后置拍照类,后置摄像头拍照模糊
充电类,充电接触不良
影音类,看视频 玩游戏卡顿
电池盖裂类,  电池盖裂  私拆  信号不好   接收声音小
前屏裂类,内屏裂 已签协议
死机类,升级后不开机
Wi-Fi类,无线网信号差
前触摸屏类,机器进入不了界面，wifi连不上
用户描述无故障（纯服务类）,贴膜，保养（后盖碎）
前屏裂类,屏裂
通话类,听筒声音小，要求清洗
开关机类,不能开机
开关机类,用户反映机器不开机
开关机类,有时不开机
充电类,不能充电  
前显示屏类,屏幕划不动
使用时间类,自动关机，耗电快
用户描述无故障（纯服务类）,赠送手机套
前屏裂类,不开机
通话类,通话对方听不到
用户描述无故障（纯服务类）,23 解锁 客户认可资料丢失 提供身份证
用户描述无故障（纯服务类）,贴膜
开关机类,用户手机钢化膜碎裂称进液后不能开机
用户描述无故障（纯服务类）,贴 前后膜
前屏裂类,外屏裂 已签协议 
前屏裂类,屏裂  只有外屏裂 用户表示暂时不修
开关机类,不开机
前屏裂类,屏裂 
电池盖裂类,后盖裂 
用户描述无故障（纯服务类）,领取手机壳
前显示屏类,要求检查
开关机类,不能充电。
用户描述无故障（纯服务类）,保养，
用户描述无故障（纯服务类）,刷机
用户描述无故障（纯服务类）,免费更换保护膜
充电类,充电不停止
开关机类,进水不开机
前屏裂类,屏幕裂
前屏裂类,屏裂，要求换屏
前屏裂类,屏裂
充电类,不充电
开关机类,卡在FASTB00T界面
前置拍照类,前置相机闪退
闪光灯/手电筒类,后置摄像头打不开 手电筒打不开 外屏裂
用户描述无故障（纯服务类）,贴膜
前显示屏类,手机屏幕花屏
前屏裂类,屏幕破裂 
前屏裂类,屏裂
前屏裂类,屏幕破裂 、其他 
电池盖裂类,电池盖碎
开关机类,01不开机
用户描述无故障（纯服务类）,55 贴膜
通话类,打电话杂音大返
SIM卡类,不识卡
前显示屏类,花屏
前屏裂类,屏裂
开关机类,不开机vivo界面
电池盖裂类,电池盖裂 屏裂
其他类,手机卡顿慢用户要求做系统 
网络信号类,通话有时断线，死机一次，发热
前屏裂类,手机卡顿 刷机
重度社交应用类,微信拍摄发白
开关机类,开机停在vivo界面
前屏裂类,前屏裂  后屏裂
音频类,通话声音小
开关机类,自动关机，耗电快
前屏裂类,屏裂
音频类,显示屏右下角有吱吱响声
前显示屏类,显示屏颜色不一样
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏裂后盖裂
前置伸缩类,摄像头升不起
电池盖裂类,屏裂 后盖裂 
前屏裂类,显示屏裂
前屏裂类,手机屏幕破裂
开关机类,忘记密码带保卡包装盒来客服恢复系统 
前屏裂类,显示屏碎裂
用户描述无故障（纯服务类）,屏裂
开关机类,用户反映手机自动关机
前屏裂类,内外屏裂
前屏裂类,屏裂
前屏裂类,45 屏裂 屏已报价199元 同意维修
前屏裂类,50 屏裂 屏已报价630元 同意维修 帮朋友送修
前屏裂类,屏裂
前屏裂类,屏幕破裂 
电池盖裂类,电池后盖碎
前屏裂类,屏裂
充电类,不能充电
前屏裂类,屏裂 后盖裂 
前屏裂类,屏裂后盖裂
前屏裂类,手机屏幕碎裂 无法开机 看检测结果有没有维修价值
电池盖裂类,内外屏幕碎裂 电池盖碎裂 更换屏幕和电池盖
用户描述无故障（纯服务类）,手机 密码忘记 刷机 身份号130635198712115243
前屏裂类,显示屏裂
前屏裂类,屏幕破裂
网络信号类,信号不稳定
前屏裂类,机器屏碎
用户描述无故障（纯服务类）,会员贴膜
前屏裂类,18外屏裂
充电类,充电松动
其他类,关闭飞行模式后无信号 重启会好
充电类,手机充电接口松动
用户描述无故障（纯服务类）,贴膜
通话类,听筒声音小
通话类,听筒声音小
反应慢/不流畅类,用户要求检测手机内部配件是否为原装 同时送修两台 
前显示屏类,黑屏
前屏裂类,屏裂  用户表示屏上有镀膜 商家表示镀膜后屏不会裂  用户表示要找商家去  领取手机壳5073161
前显示屏类,闪屏
前屏裂类,屏裂 
前屏裂类,屏裂
前屏裂类,屏碎
网络信号类,使用电信卡无法接打电话
充电类,不充电，耗电快。（外屏碎，屏幕虚拟按键失灵）
前屏裂类,内屏碎
前显示屏类,手机偶尔闪屏
使用时间类,手机待机时间短
SIM卡类,手机不识卡
前屏裂类,屏幕破裂换屏
通话类,手机听筒声音小
前屏裂类,手机屏幕破裂
前屏裂类,屏幕破裂屏幕坏了，换一下屏幕
后置拍照类,后置拍照抖 5467213  摄像头装饰圈带镜片组件 X20Plus A 金 。 5467203  后置摄像头组件 4946822  PCB半成品 X20Plus A ANA板 4873822  2.5D触摸屏保护膜 MT013A PET  
电池盖裂类,电池盖裂 屏裂
外观结构类,听筒声音小
前屏裂类,前、后屏破裂
前屏裂类,屏碎
外观结构类,摄像头镜片裂
音频类,外放杂音
通话类,进水，不送话
用户描述无故障（纯服务类）,用户要求刷新系统清除数据
充电类,充电接触不好
前屏裂类,电池盖裂 屏裂
前屏裂类,屏幕破裂
使用时间类,耗电快  充电接口松动
前置拍照类,前置摄像头无法连接。
用户描述无故障（纯服务类）,忘记密码，刷机
充电类,充电接触不良
使用时间类,手机耗电快
发热类,耗电比较快，充电比较慢，cpu过载，前置摄像头损坏
外观结构类,后置摄像头镜片开裂，用户要求清洗一下
用户描述无故障（纯服务类）,用户要求清洗一下
电池盖裂类,电池盖裂
用户描述无故障（纯服务类）,电池盖裂
后屏裂类,换屏
前屏裂类,显示屏黑屏。
使用时间类,耗电快，上网卡慢
前屏裂类,显示屏破裂。
用户描述无故障（纯服务类）,忘记解锁密码
前屏裂类,屏裂变形
用户描述无故障（纯服务类）,贴膜，赠送手机壳
前屏裂类,屏幕破裂
用户描述无故障（纯服务类）,来客服贴膜
用户描述无故障（纯服务类）,用户反映手机解锁密码忘记（450305197706220018）
用户描述无故障（纯服务类）,贴膜
前屏裂类,手机黑屏
用户描述无故障（纯服务类）,用户要求清洗一下
用户描述无故障（纯服务类）,用户忘记密码，要求刷机
用户描述无故障（纯服务类）,忘记密码刷机 同时送修两台 身份证号 340421196606155613
开关机类,进液 不开机
反应慢/不流畅类,手机卡顿 刷机 同时送修两台
前屏裂类,屏裂
网络信号类,在地下室打不出电话
开关机类,不开机   显示黑屏
开关机类,手机不开机
充电类,手机无法充电
电池盖裂类,贴膜 后盖裂
电池盖裂类,内外屏裂  电池盖裂  中框磕损掉漆
用户描述无故障（纯服务类）,贴膜，送手机外壳
用户描述无故障（纯服务类）,贴膜
充电类,不能充电，贴膜，送手机壳
电池盖裂类,后盖裂
上网类,显示流量到了，移动网不能用了，跳屏
充电类,不充电/充电慢/充不满电
充电类,不充电/充电慢/充不满电
重度社交应用类,微信来视频无声，
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
前屏裂类,屏裂，换屏
前屏裂类,外屏碎
前显示屏类,显示屏闪
用户描述无故障（纯服务类）,锁屏密码忘记，已告知资料无法保存
外观结构类,后置摄像头镜片碎
前屏裂类,40 屏裂 屏已报价630元 同意维修
前屏裂类,屏裂
前屏裂类,屏裂
反应慢/不流畅类,手机卡顿
用户描述无故障（纯服务类）,忘记开机密码
开关机类,不能开机
开关机类,顺丰取件异常原因:经客户同意，更改收派时间;其他 
前显示屏类,非原装屏，不显示
充电类,不充电
前屏裂类,内外屏碎。
用户描述无故障（纯服务类）,机器卡顿
充电类,不能开机
开关机类,不开机
开关机类,不能开机
充电类,不充电
用户描述无故障（纯服务类）,后盖碎，已签协议
前屏裂类,内屏裂，不显示
前屏裂类,屏裂
按键类,侧按键不灵敏
使用时间类,耗电快，待机时间短
后置拍照类,手机后置摄像头模糊
用户描述无故障（纯服务类）,咨询手机绑定银行卡
充电类,不充电
通话类,接收无声
开关机类,进不了系统
前屏裂类,屏裂
通话类,按键不灵 声音听筒无声  卡槽断
用户描述无故障（纯服务类）,忘记密码
前屏裂类,乡镇 屏裂 
用户描述无故障（纯服务类）,手机无故障 要求贴膜 清洗
开关机类,不开机
开关机类,手机进水 无法开机 检测 是否有维修价值
前屏裂类,触屏裂
前屏裂类,手机触屏破裂
前显示屏类,用户反映手机显示闪屏
用户描述无故障（纯服务类）,贴膜，赠保护壳
用户描述无故障（纯服务类）,免费贴膜
后置拍照类,摄像头不聚焦
用户描述无故障（纯服务类）,贴膜
前显示屏类,屏幕漏光，摄像头拍照有水雾
用户描述无故障（纯服务类）,充电接触不良，贴膜
用户描述无故障（纯服务类）,贴膜
前屏裂类,换屏
TF卡类,SD卡显示移除
充电类,不能充电
用户描述无故障（纯服务类）,用户忘记密码，要求刷机
上网类,手机无法正常上网 没有4g网络
前屏裂类,内外屏碎裂 更换屏幕
前屏裂类,内外屏幕碎裂 电池盖碎裂 更换屏幕和电池盖
前屏裂类,屏幕破裂
用户描述无故障（纯服务类）,贴膜。
电池盖裂类,电池盖裂
前屏裂类,密码是手机号18390587133  屏碎
开关机类,显示vivo界面不开机
用户描述无故障（纯服务类）,忘记锁屏密码
充电类,用户反应电量一直显示10% 用不完 也充不满 
用户描述无故障（纯服务类）,来客服贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜，用户反应移动数据信号不好
用户描述无故障（纯服务类）,用户反应手机不小心进液 要求清洗 已签订产品维修特殊说明协议
死机类,死机
前屏裂类,屏裂
用户描述无故障（纯服务类）,赠送手机套，贴前后膜
前屏裂类,屏裂
前显示屏类,"用户表示进液,花屏,换屏幕"
前屏裂类,不开机屏裂
前屏裂类,屏坏
外观结构类,乡镇  换极光蓝后盖
前屏裂类,屏裂 乡镇
用户描述无故障（纯服务类）,手机无故障 要求贴膜 保养
用户描述无故障（纯服务类）,手机无故障 要求贴膜
网络信号类,用户反映手机无信号
发热类,用户反映手机接电话发热
充电类,听筒声小，要求清洗手机
用户描述无故障（纯服务类）,贴膜，赠保护壳
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜，赠送手机壳
通话类,听筒声音小
前屏裂类,电池盖 开裂，触摸屏开裂，现用户反应不能充电
充电类,其他 
充电类,用户反映手机不充电
前屏裂类,屏裂，检测
用户描述无故障（纯服务类）,贴膜，手机套
前屏裂类,屏幕破裂 、其他 
前屏裂类,内屏裂
前屏裂类,屏裂
前屏裂类,正副屏均裂
开关机类,"用户表示不开机,要求保留资料"
网络信号类,03  数据流量无网络。不能接打电话  MWM07B000011907180001  
前屏裂类,05 帮朋友送修 屏裂 屏已报价710元 紫外线坏
开关机类,51  不开机  
前屏裂类,黑屏
开关机类,不开机
通话类,送话器坏
开关机类,乡镇   不开机
用户描述无故障（纯服务类）,进液 
前显示屏类,进液 不开机
网络信号类,用户描述机器无法打进电话
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,会员贴膜，前，后，
前屏裂类,屏幕破裂
用户描述无故障（纯服务类）,贴膜
电池盖裂类,换后盖 
前屏裂类,换屏
前屏裂类,换屏
反应慢/不流畅类,王者荣耀卡顿
前屏裂类,内屏裂，换屏 2F16-18-18
前屏裂类,屏裂
开关机类,主板坏
前屏裂类,屏裂
外观结构类,手机中框弯曲，显示屏碎，手机变形
开关机类,不开机
其他类,卡顿
前屏裂类,屏裂  换屏
GPS类,无法定位
前屏裂类,屏裂检测
用户描述无故障（纯服务类）,手机贴膜
用户描述无故障（纯服务类）,贴膜 更换手机壳
用户描述无故障（纯服务类）,接机时间10:24，机器会员贴膜——前后膜+手机壳
用户描述无故障（纯服务类）,接机时间16:30，会员贴膜，再次录单
开关机类,进水，不开机
前屏裂类,屏破换屏
用户描述无故障（纯服务类）,忘记密码，提供保修卡解密
前屏裂类,  手机屏裂
反应慢/不流畅类,手机反应慢
通话类,有时通话无法送，用户原厂保护膜刮花
充电类,用户描述机器不充电
用户描述无故障（纯服务类）,保护套破损
用户描述无故障（纯服务类）,用户描述保护膜破损
开关机类,循环开机停在vivo界面
上网类,数据有时上不去网，无网络
充电类,充电接触不良，贴膜
按键类,按键变形
充电类,接机时间9；30  充电口接触不良【本人】
开关机类,接机时间17；07  自动关机【本人】
用户描述无故障（纯服务类）,接机时间15:52， 换贴膜 【本人】
前屏裂类,顺丰取件异常原因:经客户同意，更改收派时间;屏幕破裂 
前屏裂类,接机时间：11:07屏破换屏【本人】
开关机类,接机时间；15.47系统损坏 
前屏裂类,屏裂  中框磕伤  仿后壳 
外观结构类,屏幕破裂 
前屏裂类,屏幕破裂 
充电类,"检测,会员贴膜，进灰，重复筻换，。"
前屏裂类,屏裂，电池盖裂
后置拍照类,发热，
重度社交应用类,用户描述微信发送语音失真
充电类,卡顿 用户要求换USB接口 私拆
使用时间类,微博，抖音，微信，电子书，爱奇艺耗电快
开关机类,机器进水导致不开机
用户描述无故障（纯服务类）,忘记密码
前屏裂类,破屏
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏幕碎，电池盖碎
发热类, 机器看快手发热
开关机类,手机进水
前屏裂类,外屏裂
用户描述无故障（纯服务类）,打电话有时对方听不见 杂音  贴膜
前显示屏类,机器进液 显示花屏  协议已签
充电类,充电接触不良
前屏裂类,屏裂，换屏
通话类,受话低
用户描述无故障（纯服务类）,受话低，音量上键不灵敏
用户描述无故障（纯服务类）,解锁  身份证：610528199511248621
用户描述无故障（纯服务类）,忘记解锁密码 身份证复印件留底
上网类,网速慢
开关机类,自动关机
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏碎裂
通话类,听筒声音小
使用时间类,耗电快使用时间短
外观结构类,后置摄像头镜片划痕  资料保留ZXX
充电类,不充电
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,打电话听不见，用户要求贴膜，要壳子。
充电类,用户描述不能充电
电池盖裂类,屏裂、电池盖裂
用户描述无故障（纯服务类）,刷机 会员贴膜
使用时间类,用户描述机器待机时间短
网络信号类,无信号
电池盖裂类,电池盖裂-240
前显示屏类,副屏 更换-700
前触摸屏类,用户反应触摸屏无功能点不动    保留用户资料
前显示屏类,显示屏异常  -18-
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴保护膜
用户描述无故障（纯服务类）,屏幕破裂，贴保护膜
前屏裂类,用户反映手机屏裂
电池盖裂类,接机时间9.47       后盖破登记换
开关机类,接机时间10.48      定屏
外观结构类,充电提示无法充电请咨询售后、触屏破裂、电池盖开裂、摄像头镜片脱落、无音量键
用户描述无故障（纯服务类）,贴膜，保护套变色
前屏裂类,破屏
通话类,通话对方听到杂音
用户描述无故障（纯服务类）,通话接收声音小  电池盖裂 
用户描述无故障（纯服务类）,忘记账户密码 1F 8.17.18.18
充电类,充不进电    保留用户资料
前屏裂类,屏裂-18-
前屏裂类,屏裂
前屏裂类,屏裂
通话类,听筒声音小
前屏裂类,黑屏
前屏裂类,外屏裂、换屏
通话类,受话低
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,无故障 贴膜  清洗
前屏裂类,屏裂
用户描述无故障（纯服务类）,会员贴膜，
充电类,不能充电
外观结构类,后置摄像头镜片破裂
前显示屏类,用户描述手机经常黑屏\无背光
按键类,开关机按键丢失 偶尔送话声音小
其他类,进液，充不进电
外观结构类,接机时间10:12   屏幕与机身分离
前屏裂类,接机时间15:28，显示屏破
用户描述无故障（纯服务类）,接机时间9；26  贴膜【本人】
前屏裂类,显示屏裂触摸屏正常（换屏）   保留用户资料
前屏裂类,屏裂-18-
用户描述无故障（纯服务类）,贴膜
充电类,不能充电 3F16-18-18
通话类,听筒声音小
用户描述无故障（纯服务类）,免费贴膜
充电类,充电接触不良
后置拍照类,后置拍照模糊
开关机类,进水
用户描述无故障（纯服务类）,接机时间17；11  手机声音小【本人】
充电类,接机时间9:01， 不充电 【本人】
充电类,接机时间；16.18  充电不良 【本人】
用户描述无故障（纯服务类）,接机时间：18:22贴膜【本人】
用户描述无故障（纯服务类）,贴膜，送壳
前显示屏类,频繁显示屏闪
前屏裂类,屏裂，后盖暂不处理
开关机类,开机卡vivo界面
用户描述无故障（纯服务类）,贴膜 保护壳变色
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂ZXX
前屏裂类,屏裂ZXX
充电类,不充电
通话类,听筒声音小
前屏裂类,内屏破裂
用户描述无故障（纯服务类）,保护皮套变色，免费更换
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,会员贴膜，进灰，重复更换
用户描述无故障（纯服务类）,会员贴膜，
外观结构类,后置摄像头镜片裂
开关机类,开机VIVO界面
前屏裂类,内屏裂
充电类,不充电
电池盖裂类,屏裂，电池盖裂
用户描述无故障（纯服务类）,贴膜，前 后。皮套破损  
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,接机时间11:52   忘记密码，提供保修卡解密
后置拍照类,摄像头有水汽，打开应用卡顿
死机类,接机时间9:47，黑屏
电池盖裂类,接机时间10；25  网络不好，后盖破【=本人】
用户描述无故障（纯服务类）,接机时间15:55， 换贴膜 【本人】
前屏裂类,顺丰取件异常原因:经客户同意，更改收派时间;屏幕破裂 
前屏裂类,手机屏裂
前显示屏类,重启，手机浏览图片会闪屏，
用户描述无故障（纯服务类）,更换贴膜换保护套
用户描述无故障（纯服务类）,贴保护膜
音频类,用户反映耳机孔插不到底，要求更换贴膜
前显示屏类,用户反映有时显示屏闪
使用时间类,用户反映手机耗电快，要求更换电池
用户描述无故障（纯服务类）,用户反应机器有时通话无发送
重度社交应用类,用户反映使用微信语音有杂音
后置拍照类,用户表示手机后置摄像头拍照模糊 
用户描述无故障（纯服务类）,用户忘记屏锁密码
死机类,死机
反应慢/不流畅类,卡顿 要求刷机
充电类, 不充电
用户描述无故障（纯服务类）,贴膜
通话类,微信有时发送语音声音小
用户描述无故障（纯服务类）,清洗机器
音频类,外放声音小
用户描述无故障（纯服务类）,进水 后置拍照模糊 清洗
前屏裂类,显示屏触摸屏裂
SIM卡类,电池盖裂，外放杂音，SIM1不识卡
重度社交应用类,用户描述微信，QQ发出的语音消息播放无声
前显示屏类,屏幕开胶
用户描述无故障（纯服务类）,用户要求贴膜，
前屏裂类,里屏碎
前置拍照类,发热，
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏碎，电池盖碎
前显示屏类,用户描述来电黑屏
前屏裂类,屏碎
前屏裂类,屏碎 
充电类,不能充电
开关机类,不开机
前屏裂类,外力导致机器显示屏裂
其他类,系统数据被损坏
充电类,9:55接机 不充电  【本人】
电池盖裂类,接机时间14；09屏破，电池盖破
用户描述无故障（纯服务类）,接机时间16:19，解锁vivo账户，升级
前屏裂类,黑屏
前屏裂类,换屏
音频类,耳机有时无声音，数据线充电接触不良
用户描述无故障（纯服务类）,贴膜
GPS类,导航信号弱 资料保留ZXX
用户描述无故障（纯服务类）,手机忘记解锁密码
用户描述无故障（纯服务类）,贴膜
充电类,充电接触不良
通话类,用户描述听筒无声
前屏裂类,内外屏破裂
充电类,用户要求贴膜，同时描述机器充电口接触不良
开关机类,机器不开机
用户描述无故障（纯服务类）,解锁
开关机类,接机时间14：00进不了系统不开机
用户描述无故障（纯服务类）,接机时间9；20  贴膜【本人】
开关机类,接机时间14；17  开机定vivo页面【本人】
前屏裂类,顺丰取件异常原因:经客户同意，更改收派时间;屏幕破裂 
用户描述无故障（纯服务类）,贴膜，送壳
前置伸缩类,前置摄像头不能升降
使用时间类,手机待机时间短，尾插口松动。
前屏裂类,换屏，机身弯曲
用户描述无故障（纯服务类）,送保护壳
蓝牙类,用户表示手机连接蓝牙经常断开 网页上传图片上传不上去 资料用户自行备份ZXX
前屏裂类,屏裂，要求更换，资料无法备份
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,用户要求刷机
用户描述无故障（纯服务类）,贴膜，赠送手机壳
前屏裂类,屏碎
开关机类,不开机
前显示屏类,用户描述机器显示黑屏
用户描述无故障（纯服务类）,用户忘记密码，给予免费恢复系统
前显示屏类,用户描述机器显示花屏
第三方程序异常类,用户描述机器反应慢，微信朋友圈异常
前屏裂类,屏幕破裂 
前屏裂类,屏裂-18-
用户描述无故障（纯服务类）,贴膜
开关机类,不开机 不充电 
前屏裂类,换屏
前屏裂类,换屏
前屏裂类,换屏
用户描述无故障（纯服务类）,更换手机壳
前屏裂类,显示屏碎裂
前屏裂类,内外屏碎裂
前屏裂类,屏裂 电池盖裂 机身弯曲  用户为维修店人员
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏裂
使用时间类,用户描述掉电快，看视频
开关机类,刷机
用户描述无故障（纯服务类）,贴膜
通话类,听筒杂音
外观结构类,后置镜片裂
前屏裂类,屏裂 检测换屏 资料无法备份ZXX
电池盖裂类,电池盖裂ZXX
前屏裂类,屏裂
前屏裂类,用户描述外力导致屏碎，报价后用户放弃维修
前屏裂类,屏碎
前置伸缩类,摄像头升不出
前屏裂类,外力导致机器显示屏裂，与用户报价付费更换。
网络信号类,用户描述通话异常
通话类,用户描述机器通话接受无声
开关机类,机器进水
SIM卡类,没有信号
使用时间类,耗电快
反应慢/不流畅类,反应慢，
用户描述无故障（纯服务类）, 用户要求贴膜，换手机壳
用户描述无故障（纯服务类）,忘记密码，刷机。贴膜，送壳
上网类,数据上网慢
音频类,其他 
重度社交应用类,微信消息不自动通知，按键下陷
充电类,用户反映不充电不开机
用户描述无故障（纯服务类）,用户要求清洗手机
前显示屏类,用户反映手机显示黑屏
开关机类,不开机 ，充电后开机，为用户恢复系统后仍有自动关机现象
前屏裂类,充电提示无法充电请咨询售后、触屏破裂、电池盖开裂、摄像头镜片脱落、无音量键
前屏裂类,触摸屏裂，不开机卡vivo
电池盖裂类,后盖裂
开关机类,不开机
前屏裂类,内屏裂
后屏裂类,后屏裂
上网类,有时不能上网
充电类,送话无声
前屏裂类,屏裂 
前屏裂类,显示屏裂，资料不备份ZZY 
前屏裂类,屏幕破裂
前屏裂类,屏幕破裂 
充电类,接机时间11:29     不充电
前屏裂类,接机时间13:03    屏裂
电池盖裂类,屏碎电池盖碎
开关机类,黑屏
用户描述无故障（纯服务类）,接机时间11:06，机器会员贴膜+手机壳，同时送修2台机器
前屏裂类,接机时间15:43.机器屏破，机器使用微信卡顿
用户描述无故障（纯服务类）,接机时间17:00，机器会员贴膜
通话类,进液，送话杂音
反应慢/不流畅类,接机时间13；08用户反映看视频卡顿， 私拆换过屏
前屏裂类,屏幕破裂 
用户描述无故障（纯服务类）,接机时间11:06，开机密码忘记，提供身份证解密：421002198603133549
充电类,   充电头充电有声音
电池盖裂类,   电池盖裂
用户描述无故障（纯服务类）,用户要求刷机，贴保护膜
用户描述无故障（纯服务类）,贴保护膜，赠送保护套
用户描述无故障（纯服务类）,贴保护膜，赠送保护套
用户描述无故障（纯服务类）,贴保护膜，更换保护套，清洁手机
前显示屏类,黑屏
前屏裂类,屏幕破裂，贴保护膜
前显示屏类,用户反映显示黑屏
死机类,接机时间10.32    触屏不灵
开关机类,开机定屏
前屏裂类,内外屏破裂 
前显示屏类,黑屏
前屏裂类,外力导致屏碎
用户描述无故障（纯服务类）,贴膜
重度社交应用类,用户要求刷机
用户描述无故障（纯服务类）,贴膜
通话类,送话声音小
重度社交应用类,微信链接异常
前显示屏类,接机时间11:24   屏闪
前显示屏类,不充电
充电类,不充电
重启类,10:14接机 自动关机，外换屏  【本人】
开关机类,10:30接机 不开机 
用户描述无故障（纯服务类）,接机时间12:06，机器用户是会员免费贴膜，用户之前是软件打不开，用户资料不能丢失，放弃维修，用户要求贴膜，所以再次录单
用户描述无故障（纯服务类）,"接机时间13:38,会员贴膜"
前屏裂类,机器屏破，8.18收到，密码忘记，要求刷机，告知机器资料会丢失
通话类,接机时间9:06，
前屏裂类,屏破（屏幕上端没有屏，摄像头和红外裸露）
使用时间类,电板不耐用，死机
前屏裂类,换屏，刷机
用户描述无故障（纯服务类）,接机时间10；38  贴膜【本人】
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,换电池盖，贴膜
用户描述无故障（纯服务类）,手机显示内存满，指导操作。
使用时间类,耗电快
前显示屏类,黑屏，屏幕与中框分离 17-18-18
后置拍照类,进水，拍照模糊
通话类,通话接收声音小  电池盖裂 
前屏裂类,屏裂  
用户描述无故障（纯服务类）,贴膜 换壳
开关机类,不开机  -18-
前显示屏类,进液 检测
前显示屏类,进液检测
电池盖裂类,电池盖裂
音频类,耳机孔插不紧
用户描述无故障（纯服务类）,贴膜
充电类,不充电
用户描述无故障（纯服务类）,无故障 贴膜
用户描述无故障（纯服务类）,接机时间10:10，机器解锁忘记密码
其他类,进液，检测
电池盖裂类,"接机时间13;38,电池盖裂，更换电池盖"
前屏裂类,接机时间15；59屏破
用户描述无故障（纯服务类）,刷机
前屏裂类,显示黑屏
反应慢/不流畅类,刷机
用户描述无故障（纯服务类）,接机时间16；14  贴膜【本人】
用户描述无故障（纯服务类）,贴膜，送壳
用户描述无故障（纯服务类）,贴膜送手机壳
用户描述无故障（纯服务类）,用户要求贴膜，换手机壳，清洗
通话类, 耳机送话无声
前屏裂类,换屏
使用时间类,更换电池
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
开关机类,进液，不能开机，要求检测，协议已签，风险已告知，资料无法备份
用户描述无故障（纯服务类）,贴膜
电池盖裂类,触摸显示屏裂，电池盖裂，手机变形
用户描述无故障（纯服务类）,用户要求协助登陆微信
用户描述无故障（纯服务类）,更换贴膜换保护套
用户描述无故障（纯服务类）,用户锁屏密码忘记，已提供身份信息
上网类,用户反应使用第三方学习软件时断网 
用户描述无故障（纯服务类）,接机时间11:33    贴膜
用户描述无故障（纯服务类）,接机时间15:52    内存不足，要求合并分区
网络信号类,接机时间09:30，机器机器信号不好
通话类,接机时间09:45，机器听筒音小
前屏裂类,屏裂
前触摸屏类,触屏不灵 进过水
充电类,充电接触不良，
前屏裂类,显示屏裂，资料不备份ZZY 
前屏裂类,屏裂-18-
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,换屏
用户描述无故障（纯服务类）,有时摄像头不能伸缩
前屏裂类,显示屏裂
前屏裂类,显示屏裂，电池盖裂
用户描述无故障（纯服务类）,贴膜ZXX
用户描述无故障（纯服务类）,贴膜 前后膜赠送保护壳ZXX
